Id,Nome,Genero
4UjiBRkTw9VmvDZiJZKPJ7,Heaven & Hell,metal
4UjiBRkTw9VmvDZiJZKPJ7,Heaven & Hell,speed metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,comic metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,hard rock
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,power metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,speed metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,us power metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
4S0foX2r0RlC12KBW8u73D,Evergrey,power metal
4S0foX2r0RlC12KBW8u73D,Evergrey,progressive metal
4S0foX2r0RlC12KBW8u73D,Evergrey,swedish progressive metal
2PQVMx0BpRQhzMWLa7X0T6,Scar Symmetry,melodic death metal
2PQVMx0BpRQhzMWLa7X0T6,Scar Symmetry,melodic groove metal
2PQVMx0BpRQhzMWLa7X0T6,Scar Symmetry,swedish melodeath
2PQVMx0BpRQhzMWLa7X0T6,Scar Symmetry,swedish metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
7j3etSXgd9ZLYIUW7KWnpd,Heavenly,c86
7j3etSXgd9ZLYIUW7KWnpd,Heavenly,french metal
7j3etSXgd9ZLYIUW7KWnpd,Heavenly,melodic metal
7j3etSXgd9ZLYIUW7KWnpd,Heavenly,neo classical metal
7j3etSXgd9ZLYIUW7KWnpd,Heavenly,power metal
7j3etSXgd9ZLYIUW7KWnpd,Heavenly,symphonic metal
7LhCMNjTNM9R2a0fajH9l8,Das Ich,aggrotech
7LhCMNjTNM9R2a0fajH9l8,Das Ich,dark wave
7LhCMNjTNM9R2a0fajH9l8,Das Ich,ebm
7LhCMNjTNM9R2a0fajH9l8,Das Ich,futurepop
7LhCMNjTNM9R2a0fajH9l8,Das Ich,german ebm
7LhCMNjTNM9R2a0fajH9l8,Das Ich,neue deutsche todeskunst
5ymRPYiJxjR9IbtgYbcwVe,Timeless Miracle,fantasy metal
5ymRPYiJxjR9IbtgYbcwVe,Timeless Miracle,melodic metal
5ymRPYiJxjR9IbtgYbcwVe,Timeless Miracle,symphonic power metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
36Fw8K3uH9kPWEkZilzk86,Visigoth,nwothm
36Fw8K3uH9kPWEkZilzk86,Visigoth,us power metal
36Fw8K3uH9kPWEkZilzk86,Visigoth,utah metal
78Cmu3nKUs6Sgud4LU1AwD,Helium Vola,medieval folk
78Cmu3nKUs6Sgud4LU1AwD,Helium Vola,neue deutsche todeskunst
78Cmu3nKUs6Sgud4LU1AwD,Helium Vola,rune folk
63P5FOHij9qylmUA4rjHwQ,Dark Lunacy,italian metal
63P5FOHij9qylmUA4rjHwQ,Dark Lunacy,symphonic death metal
63P5FOHij9qylmUA4rjHwQ,Dark Lunacy,symphonic melodic death metal
2SrDoQLTZqsVi8Vg1UdHao,Globus,bow pop
2SrDoQLTZqsVi8Vg1UdHao,Globus,epicore
6TmGNPW2oDM5uaXBILozGa,Týr,faroese rock
6TmGNPW2oDM5uaXBILozGa,Týr,folk metal
6TmGNPW2oDM5uaXBILozGa,Týr,nordic folk metal
6TmGNPW2oDM5uaXBILozGa,Týr,power metal
6TmGNPW2oDM5uaXBILozGa,Týr,symphonic metal
6TmGNPW2oDM5uaXBILozGa,Týr,viking metal
2k4duorvZ5lTq33ljpT0sc,Antimatter,dark rock
2k4duorvZ5lTq33ljpT0sc,Antimatter,modern progressive rock
0wUUKwtuCvOtk9GklaUMj2,Artesia,neoclassical darkwave
0wUUKwtuCvOtk9GklaUMj2,Artesia,rune folk
5uSY4FF3dZMCVSkZslKCHi,Michael Schenker Group,german hard rock
5uSY4FF3dZMCVSkZslKCHi,Michael Schenker Group,glam metal
5uSY4FF3dZMCVSkZslKCHi,Michael Schenker Group,hard rock
5uSY4FF3dZMCVSkZslKCHi,Michael Schenker Group,metal
6TmGNPW2oDM5uaXBILozGa,Týr,faroese rock
6TmGNPW2oDM5uaXBILozGa,Týr,folk metal
6TmGNPW2oDM5uaXBILozGa,Týr,nordic folk metal
6TmGNPW2oDM5uaXBILozGa,Týr,power metal
6TmGNPW2oDM5uaXBILozGa,Týr,symphonic metal
6TmGNPW2oDM5uaXBILozGa,Týr,viking metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,black metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,gothic metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,melodic death metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,norwegian black metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,norwegian metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,power metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,speed metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,symphonic black metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,symphonic metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,viking metal
6MrHEQVD40SO8XWTBNELkl,Freur,deep new wave
6MrHEQVD40SO8XWTBNELkl,Freur,synthpop
6UIsHrMMddC9hmkwI4J3Jr,Atrium Carceri,dronescape
6UIsHrMMddC9hmkwI4J3Jr,Atrium Carceri,rune folk
6i6WlGzQtXtz7GcC5H5st5,10cc,album rock
6i6WlGzQtXtz7GcC5H5st5,10cc,art rock
6i6WlGzQtXtz7GcC5H5st5,10cc,classic rock
6i6WlGzQtXtz7GcC5H5st5,10cc,glam rock
6i6WlGzQtXtz7GcC5H5st5,10cc,mellow gold
6i6WlGzQtXtz7GcC5H5st5,10cc,new romantic
6i6WlGzQtXtz7GcC5H5st5,10cc,soft rock
6i6WlGzQtXtz7GcC5H5st5,10cc,symphonic rock
6i6WlGzQtXtz7GcC5H5st5,10cc,yacht rock
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,dance pop
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,pop
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,pop rap
5wRrRxmJnNTnieaNKAzTZI,Ataraxia,dark wave
5wRrRxmJnNTnieaNKAzTZI,Ataraxia,ethereal wave
5wRrRxmJnNTnieaNKAzTZI,Ataraxia,italian gothic
5wRrRxmJnNTnieaNKAzTZI,Ataraxia,martial industrial
5wRrRxmJnNTnieaNKAzTZI,Ataraxia,medieval folk
5wRrRxmJnNTnieaNKAzTZI,Ataraxia,neoclassical darkwave
5wRrRxmJnNTnieaNKAzTZI,Ataraxia,neofolk
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
5GLeyUhj8B8f5pJxqZllKl,Doro,german heavy metal
5GLeyUhj8B8f5pJxqZllKl,Doro,german metal
5GLeyUhj8B8f5pJxqZllKl,Doro,hard rock
5GLeyUhj8B8f5pJxqZllKl,Doro,hel
5GLeyUhj8B8f5pJxqZllKl,Doro,metal
5GLeyUhj8B8f5pJxqZllKl,Doro,power metal
5GLeyUhj8B8f5pJxqZllKl,Doro,speed metal
2HmtB6wVRRi3z0JwZHtkiD,Enslaved,black metal
2HmtB6wVRRi3z0JwZHtkiD,Enslaved,death metal
2HmtB6wVRRi3z0JwZHtkiD,Enslaved,metal
2HmtB6wVRRi3z0JwZHtkiD,Enslaved,norwegian black metal
2HmtB6wVRRi3z0JwZHtkiD,Enslaved,norwegian metal
2HmtB6wVRRi3z0JwZHtkiD,Enslaved,pagan black metal
2HmtB6wVRRi3z0JwZHtkiD,Enslaved,progressive black metal
2HmtB6wVRRi3z0JwZHtkiD,Enslaved,viking black metal
2HmtB6wVRRi3z0JwZHtkiD,Enslaved,viking metal
5YeoQ1L71cXDMpSpqxOjfH,Sonata Arctica,finnish power metal
5YeoQ1L71cXDMpSpqxOjfH,Sonata Arctica,gothic symphonic metal
5YeoQ1L71cXDMpSpqxOjfH,Sonata Arctica,lapland metal
5YeoQ1L71cXDMpSpqxOjfH,Sonata Arctica,metal
5YeoQ1L71cXDMpSpqxOjfH,Sonata Arctica,power metal
5YeoQ1L71cXDMpSpqxOjfH,Sonata Arctica,progressive metal
5YeoQ1L71cXDMpSpqxOjfH,Sonata Arctica,symphonic metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,comic metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,hard rock
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,power metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,speed metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,us power metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
5FXMcILCOMjljRTV6cLoiE,Sirenia,gothic metal
5FXMcILCOMjljRTV6cLoiE,Sirenia,gothic symphonic metal
5FXMcILCOMjljRTV6cLoiE,Sirenia,norwegian metal
5FXMcILCOMjljRTV6cLoiE,Sirenia,power metal
5FXMcILCOMjljRTV6cLoiE,Sirenia,symphonic metal
31eXqCx5cAlItdGdoHMEOu,Theatre Of Tragedy,gothic metal
31eXqCx5cAlItdGdoHMEOu,Theatre Of Tragedy,gothic symphonic metal
31eXqCx5cAlItdGdoHMEOu,Theatre Of Tragedy,norwegian doom metal
31eXqCx5cAlItdGdoHMEOu,Theatre Of Tragedy,norwegian metal
31eXqCx5cAlItdGdoHMEOu,Theatre Of Tragedy,symphonic metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,comic metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,hard rock
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,power metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,speed metal
4CzUzn54Cp9TQr6a7JIlMZ,Manowar,us power metal
2sWjvNPEMH9YAmDKNLFqR5,Mortal Love,fallen angel
2sWjvNPEMH9YAmDKNLFqR5,Mortal Love,gothic metal
2sWjvNPEMH9YAmDKNLFqR5,Mortal Love,gothic symphonic metal
2sWjvNPEMH9YAmDKNLFqR5,Mortal Love,norwegian metal
0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,album rock
0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,classic rock
0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,mellow gold
0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,rock
4TjGlxmI4FTT2NhwDNL7q2,Radiorama,italo disco
1189BemPY7h2lgaH1pkzGX,Mono Inc.,dark rock
1189BemPY7h2lgaH1pkzGX,Mono Inc.,german alternative rock
1189BemPY7h2lgaH1pkzGX,Mono Inc.,neue deutsche harte
28eLrVsohdXynlnIzQ2VvI,Lord Of The Lost,dark rock
28eLrVsohdXynlnIzQ2VvI,Lord Of The Lost,neue deutsche harte
4iWFRvqSQC8tHd0BHCudiE,The Gentle Storm,dutch metal
50CspSWbHQ8XLjQVW1nIW5,Mantus,dark rock
50CspSWbHQ8XLjQVW1nIW5,Mantus,medieval rock
50CspSWbHQ8XLjQVW1nIW5,Mantus,neue deutsche todeskunst
1wHmR7I0UlF58WFQexCPha,Clan of Xymox,dark wave
1wHmR7I0UlF58WFQexCPha,Clan of Xymox,dutch post-punk
1wHmR7I0UlF58WFQexCPha,Clan of Xymox,dutch shoegaze
1wHmR7I0UlF58WFQexCPha,Clan of Xymox,ethereal wave
1wHmR7I0UlF58WFQexCPha,Clan of Xymox,gothic rock
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,folk metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,melodic metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,nordic folk metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,power metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,swedish power metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,viking metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,folk metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,melodic metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,nordic folk metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,power metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,swedish power metal
1UKdnbreQFDmPg3Mhcjhkr,Falconer,viking metal
0pFExKST1wGbE6DBSNK6ox,Saratoga,latin metal
0pFExKST1wGbE6DBSNK6ox,Saratoga,spanish metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
52lkxAYfC9ypaPJ2EB22ki,Majestica,christian power metal
52lkxAYfC9ypaPJ2EB22ki,Majestica,melodic metal
52lkxAYfC9ypaPJ2EB22ki,Majestica,power metal
52lkxAYfC9ypaPJ2EB22ki,Majestica,swedish power metal
52lkxAYfC9ypaPJ2EB22ki,Majestica,symphonic metal
4FhjNTlKUnMbaeS21fouvd,Andre Matos,brazilian metal
4FhjNTlKUnMbaeS21fouvd,Andre Matos,power metal
6TmGNPW2oDM5uaXBILozGa,Týr,faroese rock
6TmGNPW2oDM5uaXBILozGa,Týr,folk metal
6TmGNPW2oDM5uaXBILozGa,Týr,nordic folk metal
6TmGNPW2oDM5uaXBILozGa,Týr,power metal
6TmGNPW2oDM5uaXBILozGa,Týr,symphonic metal
6TmGNPW2oDM5uaXBILozGa,Týr,viking metal
63P5FOHij9qylmUA4rjHwQ,Dark Lunacy,italian metal
63P5FOHij9qylmUA4rjHwQ,Dark Lunacy,symphonic death metal
63P5FOHij9qylmUA4rjHwQ,Dark Lunacy,symphonic melodic death metal
2QzxBZb43cSo7ifPXE4UjO,Omnimar,industrial pop
2QzxBZb43cSo7ifPXE4UjO,Omnimar,russian synthpop
2o18h28enlHxj887tATc58,HammerFall,gothenburg metal
2o18h28enlHxj887tATc58,HammerFall,metal
2o18h28enlHxj887tATc58,HammerFall,power metal
2o18h28enlHxj887tATc58,HammerFall,speed metal
2o18h28enlHxj887tATc58,HammerFall,swedish power metal
2o18h28enlHxj887tATc58,HammerFall,symphonic metal
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,canadian pop
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,canadian singer-songwriter
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,classic canadian rock
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,heartland rock
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,mellow gold
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,soft rock
31VNYr7yK0xBD6MfIaucLJ,The Kovenant,black metal
31VNYr7yK0xBD6MfIaucLJ,The Kovenant,cyber metal
31VNYr7yK0xBD6MfIaucLJ,The Kovenant,melodic black metal
31VNYr7yK0xBD6MfIaucLJ,The Kovenant,norwegian metal
31VNYr7yK0xBD6MfIaucLJ,The Kovenant,sci-fi metal
31VNYr7yK0xBD6MfIaucLJ,The Kovenant,symphonic black metal
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,glam metal
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,hard rock
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,rock
4S0foX2r0RlC12KBW8u73D,Evergrey,power metal
4S0foX2r0RlC12KBW8u73D,Evergrey,progressive metal
4S0foX2r0RlC12KBW8u73D,Evergrey,swedish progressive metal
4S0foX2r0RlC12KBW8u73D,Evergrey,power metal
4S0foX2r0RlC12KBW8u73D,Evergrey,progressive metal
4S0foX2r0RlC12KBW8u73D,Evergrey,swedish progressive metal
6QpbkfyEQJ3JiQw2AbTRUH,Cruachan,celtic metal
6QpbkfyEQJ3JiQw2AbTRUH,Cruachan,celtic rock
6QpbkfyEQJ3JiQw2AbTRUH,Cruachan,folk black metal
6QpbkfyEQJ3JiQw2AbTRUH,Cruachan,folk metal
6QpbkfyEQJ3JiQw2AbTRUH,Cruachan,irish black metal
6QpbkfyEQJ3JiQw2AbTRUH,Cruachan,irish metal
6QpbkfyEQJ3JiQw2AbTRUH,Cruachan,viking metal
2EOmvmVtYMTgn45w9mWUTV,Tristania,gothic metal
2EOmvmVtYMTgn45w9mWUTV,Tristania,gothic symphonic metal
2EOmvmVtYMTgn45w9mWUTV,Tristania,norwegian metal
2EOmvmVtYMTgn45w9mWUTV,Tristania,power metal
2EOmvmVtYMTgn45w9mWUTV,Tristania,symphonic metal
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,album rock
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,classic rock
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,hard rock
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,rock
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,southern rock
4HLWX9kzfraiCsTvrxJEXm,The Chameleons,gothic rock
4HLWX9kzfraiCsTvrxJEXm,The Chameleons,shoegaze
4HLWX9kzfraiCsTvrxJEXm,The Chameleons,uk post-punk
0NJ6wlOAsAJ1PN4VRdTPKA,Wardruna,nordic folk
0NJ6wlOAsAJ1PN4VRdTPKA,Wardruna,rune folk
0NJ6wlOAsAJ1PN4VRdTPKA,Wardruna,viking folk
2kO6zjt4a1OIqxOERhliEX,The Gathering,atmospheric doom
2kO6zjt4a1OIqxOERhliEX,The Gathering,dutch metal
2kO6zjt4a1OIqxOERhliEX,The Gathering,gothic metal
2kO6zjt4a1OIqxOERhliEX,The Gathering,gothic symphonic metal
2kO6zjt4a1OIqxOERhliEX,The Gathering,symphonic metal
1wHmR7I0UlF58WFQexCPha,Clan of Xymox,dark wave
1wHmR7I0UlF58WFQexCPha,Clan of Xymox,dutch post-punk
1wHmR7I0UlF58WFQexCPha,Clan of Xymox,dutch shoegaze
1wHmR7I0UlF58WFQexCPha,Clan of Xymox,ethereal wave
1wHmR7I0UlF58WFQexCPha,Clan of Xymox,gothic rock
6POnYCFgbMN07RiEujnqw5,Anabantha,metal gotico
0ybFZ2Ab08V8hueghSXm6E,Opeth,alternative metal
0ybFZ2Ab08V8hueghSXm6E,Opeth,metal
0ybFZ2Ab08V8hueghSXm6E,Opeth,progressive death metal
0ybFZ2Ab08V8hueghSXm6E,Opeth,progressive metal
0ybFZ2Ab08V8hueghSXm6E,Opeth,swedish metal
0ybFZ2Ab08V8hueghSXm6E,Opeth,swedish progressive metal
3LbJq0qQ5XCk2ocAPfRxJz,McAuley Schenker Group,german hard rock
3LbJq0qQ5XCk2ocAPfRxJz,McAuley Schenker Group,glam metal
3LbJq0qQ5XCk2ocAPfRxJz,McAuley Schenker Group,hard rock
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,gothic metal
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,neue deutsche todeskunst
57ekbx9PSS4ORs5wTZMSYp,Lacrimosa,symphonic metal
1FfVRjFGDkNl5USmfXgkqn,Snakeskin,neoclassical darkwave
35Uzsa9o0tZkdC4ZBtXuNV,Dawn Of Ashes,aggrotech
35Uzsa9o0tZkdC4ZBtXuNV,Dawn Of Ashes,industrial black metal
35Uzsa9o0tZkdC4ZBtXuNV,Dawn Of Ashes,industrial metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,black metal
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,gothic metal
